location_name,location_id,sensor_id,utc_timestamp,local_timestamp,pm25_value,parameter,unit
Rajah Sulayman Park,6338564,16181084,2026-05-18T07:00:00Z,2026-05-18T15:00:00+08:00,21.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T08:00:00Z,2026-05-18T16:00:00+08:00,21.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T09:00:00Z,2026-05-18T17:00:00+08:00,22.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T16:00:00Z,2026-05-19T00:00:00+08:00,18.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T17:00:00Z,2026-05-19T01:00:00+08:00,14.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T18:00:00Z,2026-05-19T02:00:00+08:00,15.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-18T19:00:00Z,2026-05-19T03:00:00+08:00,12.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T02:00:00Z,2026-05-19T10:00:00+08:00,27.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T03:00:00Z,2026-05-19T11:00:00+08:00,13.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T04:00:00Z,2026-05-19T12:00:00+08:00,9.06,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T05:00:00Z,2026-05-19T13:00:00+08:00,7.42,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T11:00:00Z,2026-05-19T19:00:00+08:00,11.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T12:00:00Z,2026-05-19T20:00:00+08:00,23.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T13:00:00Z,2026-05-19T21:00:00+08:00,21.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T14:00:00Z,2026-05-19T22:00:00+08:00,23.2,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T15:00:00Z,2026-05-19T23:00:00+08:00,21.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T16:00:00Z,2026-05-20T00:00:00+08:00,24.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T17:00:00Z,2026-05-20T01:00:00+08:00,29.7,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T18:00:00Z,2026-05-20T02:00:00+08:00,28.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T19:00:00Z,2026-05-20T03:00:00+08:00,24.3,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T22:00:00Z,2026-05-20T06:00:00+08:00,29.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-19T23:00:00Z,2026-05-20T07:00:00+08:00,27.0,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T01:00:00Z,2026-05-20T09:00:00+08:00,53.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T02:00:00Z,2026-05-20T10:00:00+08:00,53.6,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T03:00:00Z,2026-05-20T11:00:00+08:00,47.4,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T05:00:00Z,2026-05-20T13:00:00+08:00,23.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T06:00:00Z,2026-05-20T14:00:00+08:00,19.5,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T09:00:00Z,2026-05-20T17:00:00+08:00,24.9,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T10:00:00Z,2026-05-20T18:00:00+08:00,20.1,PM2.5,µg/m³
Rajah Sulayman Park,6338564,16181084,2026-05-20T11:00:00Z,2026-05-20T19:00:00+08:00,25.2,PM2.5,µg/m³
